id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
FCER1G	5	7.9115e-06	1.4941e-05	0.003093	1	5	-1.8685	0.9912	0.99042	0.991668	206	0	-1.8685
SCARB1	5	0.00045209	0.0019872	0.20567	2	5	-0.97005	0.98295	0.98228	0.991668	202	0	-0.97005
SPI1	5	0.0016766	0.0071368	0.38866	3	5	-0.92304	0.98475	0.98397	0.991668	204	0	-0.92304
AXL	5	0.0020705	0.0088799	0.38866	4	2	0.28507	0.49802	0.4973	0.98866	100	0	0.28507
SLC24A4	5	0.0022104	0.0093879	0.38866	5	2	0.11428	0.82818	0.82721	0.991668	168	0	0.11428
LDLR	5	0.0030892	0.012804	0.441753	6	4	-0.64145	0.66959	0.66829	0.991668	135	0	-0.64145
IFNGR2	5	0.0066196	0.025972	0.68236	7	4	-1.0015	0.322	0.3227	0.98866	61	0	-1.0015
TYROBP	5	0.0076263	0.029568	0.68236	8	5	-0.62097	0.98826	0.98757	0.991668	205	0	-0.62097
IL15RA	5	0.0076595	0.029668	0.68236	9	5	-0.18629	0.99234	0.99167	0.991668	207	0	-0.18629
CD86	5	0.0091082	0.035076	0.726082	10	3	-0.64056	0.26851	0.26949	0.98866	53	0	-0.64056
CHRNE	5	0.013711	0.051621	0.849443	11	3	-0.41719	0.2476	0.24846	0.98866	50	0	-0.41719
ICAM1	5	0.013996	0.052767	0.849443	12	3	-0.60136	0.54698	0.54608	0.98866	111	0	-0.60136
CLEC2B	5	0.015727	0.058653	0.849443	13	5	-0.41984	0.98427	0.98354	0.991668	203	0	-0.41984
MRC1	5	0.017105	0.063325	0.849443	14	3	-0.74268	0.10785	0.10776	0.949408	23	0	-0.74268
CD40	5	0.019686	0.071702	0.849443	15	4	-0.48006	0.69947	0.69758	0.991668	142	0	-0.48006
ITGB2	5	0.020236	0.073525	0.849443	16	5	-0.77315	0.97305	0.97257	0.991668	201	0	-0.77315
CLEC7A	5	0.023877	0.085507	0.849443	17	4	-0.64779	0.95283	0.95229	0.991668	195	0	-0.64779
NRP2	5	0.024101	0.086284	0.849443	18	1	0.18418	0.1159	0.11561	0.949408	25	0	0.18418
AIF1	5	0.025717	0.091464	0.849443	19	4	-0.33347	0.96136	0.96069	0.991668	197	0	-0.33347
SIGLEC7	5	0.027346	0.096603	0.849443	20	3	-0.12336	0.79445	0.79348	0.991668	161	0	-0.12336
LYVE1	5	0.027441	0.096932	0.849443	21	5	-0.059199	0.97256	0.97215	0.991668	200	0	-0.059199
ACTB	5	0.028177	0.099203	0.849443	22	2	0.47668	0.18575	0.18637	0.98866	37	0	0.47668
ITGAM	5	0.028342	0.099602	0.849443	23	4	-0.28395	0.86102	0.86069	0.991668	176	0	-0.28395
CSF1R	5	0.028432	0.09989	0.849443	24	1	0.13303	0.028432	0.028004	0.949408	5	1	0.13303
S100A4	5	0.0293	0.10259	0.849443	25	4	-0.29077	0.91903	0.91813	0.991668	191	0	-0.29077
SORL1	5	0.034797	0.11675	0.92954	26	4	-0.37835	0.81365	0.81214	0.991668	166	0	-0.37835
CD300A	5	0.040372	0.12961	0.941708	27	3	-0.46005	0.34124	0.3422	0.98866	64	0	-0.46005
CTSH	5	0.041335	0.13185	0.941708	28	2	0.24093	0.41096	0.41134	0.98866	79	0	0.24093
IL15	5	0.042627	0.13485	0.941708	29	4	-0.36421	0.25462	0.25547	0.98866	51	0	-0.36421
IL1R1	5	0.044932	0.13976	0.941708	30	3	-0.58021	0.84279	0.84184	0.991668	172	0	-0.58021
C1QC	5	0.046972	0.144	0.941708	31	4	-0.11907	0.87163	0.87111	0.991668	181	0	-0.11907
CLN3	5	0.048781	0.14798	0.941708	32	4	-0.79842	0.73792	0.73722	0.991668	150	0	-0.79842
TREM1	5	0.04986	0.15026	0.941708	33	3	-0.21523	0.16681	0.16756	0.98866	33	0	-0.21523
IFNGR1	5	0.052949	0.15687	0.941708	34	3	-0.44131	0.60272	0.602	0.98866	126	0	-0.44131
C1QB	5	0.0541	0.15923	0.941708	35	4	-0.15047	0.91294	0.91202	0.991668	188	0	-0.15047
FPR2	5	0.061233	0.17445	0.959184	36	4	-0.35875	0.96201	0.9615	0.991668	198	0	-0.35875
SIRPA	5	0.066728	0.18626	0.959184	37	1	0.095891	0.7777	0.7768	0.991668	156	0	0.095891
LAPTM5	5	0.068997	0.19118	0.959184	38	3	-0.30635	0.59848	0.59773	0.98866	124	0	-0.30635
CD81	5	0.079222	0.21194	0.959184	39	1	0.50918	0.39928	0.39963	0.98866	76	0	0.50918
LRP6	5	0.083356	0.22012	0.959184	40	2	0.076687	0.21898	0.22012	0.98866	45	0	0.076687
PLCB3	5	0.087342	0.2276	0.959184	41	3	-0.042777	0.83666	0.8359	0.991668	170	0	-0.042777
CD1D	5	0.091581	0.23587	0.959184	42	3	-0.19347	0.53271	0.5322	0.98866	108	0	-0.19347
CD37	5	0.093516	0.23983	0.959184	43	3	-0.19184	0.070908	0.06972	0.949408	16	0	-0.19184
MRC2	5	0.094053	0.24099	0.959184	44	4	-0.24567	0.96422	0.96363	0.991668	199	0	-0.24567
SIGLEC5	5	0.094371	0.24187	0.959184	45	4	-0.23016	0.71761	0.71577	0.991668	146	0	-0.23016
FCGR1A	5	0.09509	0.24316	0.959184	46	4	-0.59955	0.30893	0.30938	0.98866	58	0	-0.59955
MS4A4A	5	0.095671	0.24448	0.959184	47	2	0.37652	0.27538	0.27587	0.98866	54	0	0.37652
CEMIP2	5	0.099818	0.25267	0.959184	48	3	-0.022191	0.75561	0.75461	0.991668	153	0	-0.022191
SIGLEC9	5	0.11188	0.27656	0.959184	49	3	-0.15202	0.37536	0.37537	0.98866	72	0	-0.15202
