id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
TREM2	5	1.288e-11	4.9803e-06	0.000344	1	5	-3.1367	1.0	1.0	0.999995	207	0	-3.1367
TYROBP	5	4.1998e-11	4.9803e-06	0.000344	2	5	-2.4773	1.0	1.0	0.999995	206	0	-2.4773
SPI1	5	3.4789e-10	4.9803e-06	0.000344	3	5	-1.1501	1.0	1.0	0.999995	205	0	-1.1501
FCGR2A	5	9.7807e-06	1.4941e-05	0.000773	4	5	-0.33015	0.99999	1.0	0.999995	204	0	-0.33015
SIGLEC9	5	0.00324	0.0089995	0.364433	5	3	-0.33449	0.87163	0.87111	0.999995	171	0	-0.33449
GPR141	5	0.003855	0.010563	0.364433	6	3	-0.31375	0.98595	0.98498	0.999995	193	0	-0.31375
PTPRC	5	0.0051396	0.013502	0.399264	7	3	-0.31292	0.99974	0.99967	0.999995	202	0	-0.31292
LRP1	5	0.006667	0.017476	0.452191	8	3	-0.29759	0.53271	0.5322	0.999995	97	0	-0.29759
CD226	5	0.0087651	0.022476	0.516953	9	3	-0.34274	0.80061	0.79977	0.999995	155	0	-0.34274
CD48	5	0.018942	0.041182	0.793158	10	2	-0.0105	0.50814	0.50775	0.999995	93	0	-0.0105
FCGR2C	5	0.019649	0.042149	0.793158	11	2	-0.15528	0.97402	0.97357	0.999995	189	0	-0.15528
CLEC2B	5	0.033386	0.063594	0.999955	12	2	-0.17205	0.9989	0.99866	0.999995	201	0	-0.17205
CLEC7A	5	0.042893	0.078116	0.999955	13	2	-0.2793	0.99874	0.99849	0.999995	200	0	-0.2793
APOC1	5	0.045938	0.082529	0.999955	14	2	-0.025663	0.31549	0.3311	0.999995	61	1	-0.025663
CD80	5	0.05558	0.097121	0.999955	15	2	-0.16597	0.99556	0.99515	0.999995	197	0	-0.16597
CLEC2D	5	0.0601	0.10385	0.999955	16	2	-0.020722	0.4929	0.4923	0.999995	90	0	-0.020722
OLR1	5	0.061252	0.10554	0.999955	17	2	-0.040938	0.66776	0.66677	0.999995	125	0	-0.040938
P2RY6	5	0.06476	0.11091	0.999955	18	2	-0.095694	0.19695	0.24107	0.999995	44	1	-0.095694
IL6R	5	0.073237	0.12339	0.999955	19	2	-0.15503	0.75128	0.7505	0.999995	144	0	-0.15503
GPR183	5	0.075072	0.12605	0.999955	20	1	-0.094649	0.95726	0.95664	0.999995	185	0	-0.094649
FCER1G	5	0.083404	0.13856	0.999955	21	2	-0.22597	0.99976	0.9997	0.999995	203	0	-0.22597
TLR7	5	0.087342	0.14443	0.999955	22	2	-0.24249	0.60694	0.60575	0.999995	113	0	-0.24249
FCGR1A	5	0.091581	0.15084	0.999955	23	1	-0.050615	0.79319	0.79223	0.999995	153	0	-0.050615
TNFRSF1A	5	0.092696	0.15263	0.999955	24	2	-0.09901	0.3444	0.35551	0.999995	66	1	-0.09901
SNCA	5	0.099746	0.16353	0.999955	25	1	-0.041699	0.73488	0.73384	0.999995	142	0	-0.041699
ITGB2	5	0.10785	0.16971	0.999955	26	1	-0.0022347	0.40222	0.40552	0.999995	75	1	-0.0022347
P2RY13	5	0.12786	0.1839	0.999955	27	1	-0.199	0.92195	0.921	0.999995	180	0	-0.199
Non	100	0.13128	0.43448	0.999955	28	15	-0.0057965	0.043293	0.21214	0.999995	15	15	-0.0057965
SIRPB1	5	0.13182	0.1866	0.999955	29	1	-0.24148	0.9986	0.99836	0.999995	199	0	-0.24148
CLIC1	5	0.1397	0.19228	0.999955	30	1	-0.1452	0.88397	0.8835	0.999995	175	0	-0.1452
ITGAM	5	0.14752	0.19807	0.999955	31	1	0.11721	0.087476	0.14479	0.999995	28	1	0.11721
RPL7	5	0.1514	0.20104	0.999955	32	1	-0.082254	0.88632	0.88588	0.999995	176	0	-0.082254
FPR3	5	0.15528	0.20397	0.999955	33	1	0.013434	0.80781	0.80636	0.999995	157	0	0.013434
LDLR	5	0.16681	0.21213	0.999955	34	1	-0.1099	0.99169	0.99088	0.999995	196	0	-0.1099
SIGLEC5	5	0.17443	0.21783	0.999955	35	1	-0.019406	0.82818	0.82721	0.999995	161	0	-0.019406
ICAM3	5	0.17822	0.22056	0.999955	36	1	0.095	0.76409	0.76289	0.999995	146	0	0.095
TNFRSF10B	5	0.20066	0.23725	0.999955	37	1	-0.029848	0.70617	0.70401	0.999995	137	0	-0.029848
SLC52A1	5	0.21898	0.25091	0.999955	38	1	0.031632	0.5609	0.56034	0.999995	104	0	0.031632
LDLRAD3	5	0.22261	0.25413	0.999955	39	1	0.15706	0.43096	0.43154	0.999995	78	1	0.15706
SORL1	5	0.22622	0.25695	0.999955	40	1	-0.02994	0.87834	0.87802	0.999995	173	0	-0.02994
CXCR4	5	0.22982	0.25949	0.999955	41	1	-0.00015894	0.77503	0.77398	0.999995	147	0	-0.00015894
ADA2	5	0.2334	0.26214	0.999955	42	1	-0.0058838	0.27538	0.29899	0.999995	56	1	-0.0058838
TMEM106A	5	0.24053	0.26746	0.999955	43	1	0.022133	0.6585	0.65795	0.999995	124	0	0.022133
GBA	5	0.24407	0.26994	0.999955	44	1	-0.15432	0.97762	0.97729	0.999995	191	0	-0.15432
IL1RN	5	0.2476	0.27259	0.999955	45	1	-0.034364	0.6413	0.6403	0.999995	121	0	-0.034364
CD52	5	0.26506	0.28644	0.999955	46	1	-0.01664	0.79067	0.7897	0.999995	152	0	-0.01664
