"name","pval","adj_pval","f_statistic","df1","df2","lfc"
"C20orf96",0.00545125189082081,0.656333507269981,7.73783130945787,1,2322.0801524611,-1.36431249743563
"IL27RA",0.00546901995778272,0.656333507269981,7.73193550514936,1,2322.0801524611,-1.49923879143722
"ERCC3",0.00554365203415561,0.658458487310348,7.70738271461119,1,2322.0801524611,-0.790258139566755
"SLC47A1",0.00567084882048784,0.658458487310348,7.66630420337763,1,2322.0801524611,-1.59057212985434
"ZNF688",0.00575966699615859,0.658458487310348,7.63817397833481,1,2322.0801524611,0.634913842540983
"RAB11B",0.00581252734150066,0.658458487310348,7.62164163402939,1,2322.0801524611,-0.758157317983727
"SPATA6",0.00582311795329629,0.658458487310348,7.61834782616579,1,2322.0801524611,-1.12835047715728
"DDB2",0.00586175551769423,0.658458487310348,7.60638271784251,1,2322.0801524611,0.360815872235041
"ANKRD54",0.00587816191736938,0.658458487310348,7.60132639110118,1,2322.0801524611,1.07902713051862
"POC1B",0.00591950501483626,0.658458487310348,7.58864839376136,1,2322.0801524611,-0.742303759192787
"CHST12",0.00601259607147371,0.658458487310348,7.56042958699038,1,2322.0801524611,0.685167605612087
"ZNF133",0.00607070320962834,0.658458487310348,7.54304075001113,1,2322.0801524611,-0.983221072673254
"DUT",0.00608488160534636,0.658458487310348,7.53882359345029,1,2322.0801524611,-0.830706209111266
"UPK2",0.00613680515870491,0.658458487310348,7.52346490081885,1,2322.0801524611,-10
"KIF21B",0.00617246922291817,0.658458487310348,7.51299236216296,1,2322.0801524611,-10
"TGFA",0.00620461622650511,0.658458487310348,7.50360541033249,1,2322.0801524611,-1.87775727499431
"P4HA3",0.00648948682199237,0.682916176506919,7.42253047984814,1,2322.0801524611,-2.84415733900874
"PFKL",0.00656435491935762,0.682916176506919,7.40182589435233,1,2322.0801524611,0.376954749688768
"VPS35L",0.00662302668407008,0.682916176506919,7.38576830598612,1,2322.0801524611,-0.495539849401539
"HNMT",0.00664780952132738,0.682916176506919,7.37902923361114,1,2322.0801524611,0.236800165125721
"DNAH11",0.00671389303355036,0.684230955903334,7.36118422171607,1,2322.0801524611,2.37777091405791
"OXA1L",0.00679780621129085,0.686523738724649,7.33878148087111,1,2322.0801524611,0.455104432596107
"DENND2C",0.00684331738624368,0.686523738724649,7.32674905137002,1,2322.0801524611,-10
"F8",0.00693615890448876,0.690443538701861,7.30245483518279,1,2322.0801524611,1.12456479781325
"ARHGAP19",0.00700432486917235,0.691865658808017,7.2848282735918,1,2322.0801524611,0.700702510033718
"LMNB1",0.00712822798184231,0.698729584082726,7.25323355911766,1,2322.0801524611,-2.90700593243341
"PLXNB2",0.00745742016864612,0.700839283615676,7.17194452677361,1,2322.0801524611,0.323864963842538
"SCARF1",0.00748186720337486,0.700839283615676,7.1660548467464,1,2322.0801524611,-1.04510705709056
"TUBA4A",0.00752765391823545,0.700839283615676,7.15507686929894,1,2322.0801524611,-1.91291982528237
"CPEB2",0.0075695627490378,0.700839283615676,7.14508837588026,1,2322.0801524611,0.399373446169155
"PTGS2",0.00758513745639599,0.700839283615676,7.14139073352604,1,2322.0801524611,-10
"POLR3G",0.00773563714066146,0.700839283615676,7.10605515355286,1,2322.0801524611,-10
"DPH5",0.00782571589702927,0.700839283615676,7.08524065134588,1,2322.0801524611,0.850468859678256
"PI4KA",0.00782847668178377,0.700839283615676,7.0846065952073,1,2322.0801524611,-0.404377890857813
"AIFM2",0.00783994216756863,0.700839283615676,7.08197581844287,1,2322.0801524611,-0.953729084301634
"ZNF573",0.00793682753661443,0.700839283615676,7.05990123795102,1,2322.0801524611,0.883480314176085
"CDC14B",0.0079769784164526,0.700839283615676,7.05083388170868,1,2322.0801524611,-10
"MRFAP1",0.00808242135101972,0.700839283615676,7.02724212166448,1,2322.0801524611,-0.381707515665554
"MGST3",0.008180970899453,0.700839283615676,7.00547578747231,1,2322.0801524611,-0.272016109136995
"HPS3",0.00820929098442345,0.700839283615676,6.99927044977095,1,2322.0801524611,-0.509200174367483
"UST",0.00822096219494377,0.700839283615676,6.9967194941582,1,2322.0801524611,-1.23554526624257
"OPA3",0.00824008690361637,0.700839283615676,6.9925474454771,1,2322.0801524611,0.648246455009575
"POU6F1",0.00833369576050099,0.700839283615676,6.97226868834982,1,2322.0801524611,1.37692673632602
"PRC1",0.00837659397427846,0.700839283615676,6.96305332616756,1,2322.0801524611,-10
"KRR1",0.00838508117689104,0.700839283615676,6.96123583851299,1,2322.0801524611,-0.664548097116354
"OSBPL5",0.00839007918046529,0.700839283615676,6.96016642464801,1,2322.0801524611,-0.882770213235032
"PSMF1",0.00842733556532986,0.700839283615676,6.95221523818073,1,2322.0801524611,-0.466961429637294
"RAB24",0.00844255450332498,0.700839283615676,6.94897759129327,1,2322.0801524611,-2.72413176009179
"COL22A1",0.00845586523845122,0.700839283615676,6.94615078740363,1,2322.0801524611,-10
"UBXN4",0.00853122056263909,0.700839283615676,6.93023298970502,1,2322.0801524611,-0.312579299587051
"GOLM1",0.00856878217111149,0.700839283615676,6.92235229792443,1,2322.0801524611,-2.26436729254738
"CDS1",0.00867246271251312,0.700839283615676,6.90078164511159,1,2322.0801524611,-10
"RGCC",0.00868072953215127,0.700839283615676,6.89907312451869,1,2322.0801524611,-0.679771774649521
"IGHMBP2",0.00870817008108299,0.700839283615676,6.89341385361008,1,2322.0801524611,0.938984258807492
"PHPT1",0.00884423961012844,0.700839283615676,6.86561841143127,1,2322.0801524611,0.348201865901992
"DLC1",0.00888449169755108,0.700839283615676,6.85747988235567,1,2322.0801524611,-10
"DNAH17",0.00896148617864602,0.700839283615676,6.84201714979584,1,2322.0801524611,-1.10496799562501
"IGBP1",0.00899261375281369,0.700839283615676,6.8358044291068,1,2322.0801524611,0.413993069262111
"ATP5F1C",0.00900045035699922,0.700839283615676,6.8342438011721,1,2322.0801524611,-0.388335713189883
"DDX10",0.00900541093346207,0.700839283615676,6.83325664192697,1,2322.0801524611,0.558713721059056
"TRIM28",0.00906670312148448,0.701300245982105,6.82110520830416,1,2322.0801524611,0.476411163243556
"NPEPL1",0.00918793892053565,0.701300245982105,6.79731567670468,1,2322.0801524611,-0.635321744023248
"MUC6",0.00919954999596211,0.701300245982105,6.79505419175178,1,2322.0801524611,2.31706229513484
"ABCA2",0.00922979063709802,0.701300245982105,6.78917793612814,1,2322.0801524611,1.17426995701898
"NSA2",0.00950713550593304,0.718124276656978,6.73618789067781,1,2322.0801524611,0.364536244668845
"SPTBN1",0.00972179862888855,0.724886500565355,6.69625071354684,1,2322.0801524611,-10
"ZNF24",0.00974183392051016,0.724886500565355,6.6925694676333,1,2322.0801524611,-0.563522310306364
"ZNF426",0.00984396799180046,0.724886500565355,6.67392340690483,1,2322.0801524611,-1.17171295114318
"ENAH",0.00989847289010732,0.724886500565355,6.66405376790178,1,2322.0801524611,-10
"ZFP30",0.00990192413487961,0.724886500565355,6.6634307009122,1,2322.0801524611,-1.14533002492531
"SYNGR1",0.0101008560471365,0.724886500565355,6.62788815819354,1,2322.0801524611,-0.970434656815999
"PRKX",0.0103823835920127,0.724886500565355,6.57879693039193,1,2322.0801524611,0.398503620772812
"ZNF649",0.0104994822930203,0.724886500565355,6.55877883495574,1,2322.0801524611,0.864509706787457
"MGST1",0.010567540939207,0.724886500565355,6.54724917505138,1,2322.0801524611,-0.725358660060829
"ABCB5",0.010791351077079,0.724886500565355,6.50986438407259,1,2322.0801524611,2.79362577148216
"TMLHE",0.0108551700335045,0.724886500565355,6.49934993410319,1,2322.0801524611,0.46023591818539
"NAXD",0.0110169404026674,0.724886500565355,6.47297931347784,1,2322.0801524611,0.743011283628985
"SPR",0.0110201565447859,0.724886500565355,6.47245908087843,1,2322.0801524611,-2.03516029564683
"TRABD2A",0.0111564364323734,0.724886500565355,6.45055697299973,1,2322.0801524611,-2.6626665498226
"RDH13",0.0111708611531937,0.724886500565355,6.44825481227128,1,2322.0801524611,-2.06282596899785
"PROSER1",0.0111932391583949,0.724886500565355,6.44468935555039,1,2322.0801524611,-0.939338214122431
"RNF5",0.0111957688213169,0.724886500565355,6.44428676843315,1,2322.0801524611,-0.725111434760107
"ABLIM3",0.0112837089943815,0.724886500565355,6.43034915985791,1,2322.0801524611,1.03147939365038
"CCT8",0.0114038662766569,0.724886500565355,6.41148476179428,1,2322.0801524611,-0.491775113382213
"LUC7L2",0.0114484815910864,0.724886500565355,6.40453219417931,1,2322.0801524611,0.311596416286249
"BCORL1",0.0114847452383224,0.724886500565355,6.3989015704047,1,2322.0801524611,-1.19473442289596
"EBNA1BP2",0.011579266852973,0.724886500565355,6.38431069445536,1,2322.0801524611,-1.23198790190163
"FMO4",0.0115972170625577,0.724886500565355,6.38155362960503,1,2322.0801524611,0.804532982957157
"ARRDC3",0.0116016934444033,0.724886500565355,6.38086676208074,1,2322.0801524611,-0.613021895590585
"VPS13D",0.0116171348278176,0.724886500565355,6.37849948427,1,2322.0801524611,0.293853588309948
"TRMT10B",0.0116657634212555,0.724886500565355,6.37106542807942,1,2322.0801524611,-0.756836538024518
"UPRT",0.0117113447622738,0.724886500565355,6.36412606904834,1,2322.0801524611,-0.984373315172603
"PURB",0.011771530435319,0.724886500565355,6.35500571891839,1,2322.0801524611,-0.62861023198573
"MRPL28",0.0117730315524607,0.724886500565355,6.35477885714115,1,2322.0801524611,-0.665764064939489
"DLAT",0.0118078151399257,0.724886500565355,6.34953036844001,1,2322.0801524611,-0.905099640945148
"WIPF3",0.011824559227436,0.724886500565355,6.34700951806773,1,2322.0801524611,-10
"STK36",0.0118489515616869,0.724886500565355,6.34334376752223,1,2322.0801524611,-2.61462341407078
"TMEM134",0.0118625745736732,0.724886500565355,6.3412998351494,1,2322.0801524611,-0.504646151664642
"ZNF710",0.0119286607174434,0.724886500565355,6.33141869205661,1,2322.0801524611,0.294719610323299
"ANKIB1",0.0119727678036092,0.724886500565355,6.32485509143875,1,2322.0801524611,-0.354414959031778
"CALN1",0.0120162343489111,0.724886500565355,6.31841107605339,1,2322.0801524611,-2.29624262538104
"DNAJA1",0.0120235122762682,0.724886500565355,6.31733444839769,1,2322.0801524611,-0.30566330215872
"ZNF875",0.0120290667175338,0.724886500565355,6.31651322749721,1,2322.0801524611,-1.01896179966909
"CDC23",0.0121556445569262,0.724886500565355,6.29790367037094,1,2322.0801524611,-0.957974834011046
"PRRT3",0.0122031364286987,0.724886500565355,6.29097272139806,1,2322.0801524611,-10
"BTBD1",0.0123648458945689,0.724886500565355,6.26757912222903,1,2322.0801524611,-0.514859213997202
"LRRC37B",0.0125921716946707,0.724886500565355,6.23521965281228,1,2322.0801524611,-0.693509044120444
"EML3",0.0126095273142424,0.724886500565355,6.23277383795034,1,2322.0801524611,0.744778098622012
"HNRNPL",0.0126426970210067,0.724886500565355,6.22810906160078,1,2322.0801524611,-0.57760132104246
"FNIP1",0.0127981862802428,0.724886500565355,6.20640851559002,1,2322.0801524611,-0.289986215413522
"DYNC1LI1",0.0128622909465692,0.724886500565355,6.19754070487635,1,2322.0801524611,-0.515081683181
"TM7SF3",0.0128980469116142,0.724886500565355,6.19261419179615,1,2322.0801524611,0.392425925376601
"ZNF280B",0.0130229082089873,0.724886500565355,6.17552012138979,1,2322.0801524611,-10
"RPTOR",0.0130376284234549,0.724886500565355,6.17351597662418,1,2322.0801524611,0.384354374495524
"TMEM94",0.0131046738670895,0.724886500565355,6.16441714591035,1,2322.0801524611,-0.654042449312826
"DOCK2",0.0131049528046297,0.724886500565355,6.16437939102526,1,2322.0801524611,0.220041592488037
"CEP120",0.0131557982893313,0.724886500565355,6.15751110366098,1,2322.0801524611,-0.651822973746254
"PCYT1A",0.0132905295999509,0.724886500565355,6.13944263080224,1,2322.0801524611,-0.420230837965928
"OAZ3",0.0133463692400292,0.724886500565355,6.13200929523842,1,2322.0801524611,-10
"BBS1",0.0133900134051847,0.724886500565355,6.12622166073421,1,2322.0801524611,-1.5577321102123
"DNAJC3",0.013451611581891,0.724886500565355,6.11808610149653,1,2322.0801524611,-0.386938475126502
"DAXX",0.0134621117046484,0.724886500565355,6.11670312666366,1,2322.0801524611,0.617805008020586
"GLYR1",0.0135197828716252,0.724886500565355,6.10912697548511,1,2322.0801524611,-0.4104916391824
"DAPK2",0.0135305212663216,0.724886500565355,6.1077199667219,1,2322.0801524611,1.30295404590995
"NRG1",0.0135737274334873,0.724886500565355,6.10207042715762,1,2322.0801524611,2.82590354331946
"MYLK4",0.0135739609665603,0.724886500565355,6.1020399412226,1,2322.0801524611,-10
"WDFY3",0.0136721953723675,0.724886500565355,6.08926384094507,1,2322.0801524611,0.234016894702582
"ZNF713",0.0138246943349503,0.724886500565355,6.069616254534,1,2322.0801524611,-1.6307834009826
"CHIT1",0.0138965976533791,0.724886500565355,6.06042967591695,1,2322.0801524611,-1.53637517442368
"AIMP1",0.0139826611106099,0.724886500565355,6.04949808366167,1,2322.0801524611,0.458769587518759
"SLC25A25",0.0140642714708289,0.724886500565355,6.03919591854218,1,2322.0801524611,0.654668880018541
"DNAH12",0.0140749272140159,0.724886500565355,6.03785532530334,1,2322.0801524611,-2.77239902194569
"SERP1",0.0141189104508986,0.724886500565355,6.03233285594713,1,2322.0801524611,-0.226191914852793
"WIPI1",0.0141608307980498,0.724886500565355,6.02708586359216,1,2322.0801524611,-0.402880534065481
"TCP11L2",0.014272721496744,0.724886500565355,6.01315892484578,1,2322.0801524611,-1.11024634028932
"HOMER3",0.0143315050336577,0.724886500565355,6.00588717425659,1,2322.0801524611,0.425325868229326
"KIAA1143",0.0144930651137741,0.724886500565355,5.98605871675783,1,2322.0801524611,-0.883548864013303
"SDHB",0.014498156999631,0.724886500565355,5.98543749037617,1,2322.0801524611,0.362630202502264
"TMEM177",0.0146142859913698,0.724886500565355,5.97133007114546,1,2322.0801524611,-10
"MED8",0.0146369953114454,0.724886500565355,5.9685848321991,1,2322.0801524611,-0.632538648932901
"TBC1D15",0.0147647433247817,0.724886500565355,5.95322319788424,1,2322.0801524611,0.410421436266322
"ALDH7A1",0.0148155913250874,0.724886500565355,5.94714681764686,1,2322.0801524611,0.687913076482884
"ZNF436",0.0148366784858319,0.724886500565355,5.94463318445095,1,2322.0801524611,-10
"CHST15",0.0148460717072655,0.724886500565355,5.94351467788846,1,2322.0801524611,0.305958035686148
"SMS",0.0148518716545816,0.724886500565355,5.94282440785484,1,2322.0801524611,0.315187154492783
"ZFP36L1",0.0148559320060345,0.724886500565355,5.94234133788561,1,2322.0801524611,0.262282188513969
"TMEM50B",0.0149386422656143,0.724886500565355,5.93253059797129,1,2322.0801524611,-0.68499977516625
"ADTRP",0.0149439514316284,0.724886500565355,5.93190276028512,1,2322.0801524611,1.19691757805132
"HCFC1R1",0.0149625554521116,0.724886500565355,5.92970454642712,1,2322.0801524611,0.40245538212648
"M6PR",0.0152821856842145,0.724886500565355,5.89237143599565,1,2322.0801524611,0.240812849759465
"SGCZ",0.0153775835831685,0.724886500565355,5.88138469879097,1,2322.0801524611,2.15945187191477
"SERPINF1",0.0153783171000786,0.724886500565355,5.88130049394957,1,2322.0801524611,-1.79787208870508
"ZNF814",0.0154215221012213,0.724886500565355,5.87634802124565,1,2322.0801524611,0.674413458793275
"MTHFD1",0.0154390027592423,0.724886500565355,5.87434832375008,1,2322.0801524611,-0.98575988732294
"HDHD5",0.0154486482128165,0.724886500565355,5.8732459324771,1,2322.0801524611,-0.719697119194245
"PAM16",0.0155086509496811,0.724886500565355,5.86640403994562,1,2322.0801524611,-0.755563759992583
"MGLL",0.0156372693575804,0.724886500565355,5.8518296505468,1,2322.0801524611,0.349402263109256
"ZNF317",0.0156632427216671,0.724886500565355,5.84890148365171,1,2322.0801524611,0.648603172319577
"PIGM",0.0156803287392098,0.724886500565355,5.84697798104939,1,2322.0801524611,0.85590708742847
"GNB1L",0.0156965348161836,0.724886500565355,5.84515553614851,1,2322.0801524611,-1.72708816544024
"CMTM7",0.015723066220154,0.724886500565355,5.84217614694169,1,2322.0801524611,0.271683586362075
"NDUFA12",0.0157351133493707,0.724886500565355,5.84082500509881,1,2322.0801524611,-0.352265800944671
"BACH1",0.0157508112451948,0.724886500565355,5.83906601247355,1,2322.0801524611,0.256095716206653
"PCBD1",0.0157671009767913,0.724886500565355,5.83724261333236,1,2322.0801524611,-0.461607910158934
"PPP1R3E",0.0158229168790949,0.724886500565355,5.83100953257532,1,2322.0801524611,-1.36752021692238
"SPTBN4",0.0158463234819438,0.724886500565355,5.82840241271793,1,2322.0801524611,-10
"ZNF772",0.0158604197436421,0.724886500565355,5.82683423084236,1,2322.0801524611,1.30901347145398
"NUP93",0.0159068052031169,0.724886500565355,5.82168406687492,1,2322.0801524611,0.521430887312305
"ABCG1",0.0159435523402803,0.724886500565355,5.81761502696039,1,2322.0801524611,0.52426226975132
"ADAMDEC1",0.0160117426973011,0.724886500565355,5.81008981901309,1,2322.0801524611,-0.360444837211332
"SINHCAF",0.0160656287107276,0.724886500565355,5.80416652480877,1,2322.0801524611,0.533504373455916
"PTEN",0.0160867191926544,0.724886500565355,5.80185378096379,1,2322.0801524611,0.236267751319363
"NT5DC3",0.0161447863019615,0.724886500565355,5.79550237187641,1,2322.0801524611,-10
"PFKFB4",0.016154356989493,0.724886500565355,5.79445778782668,1,2322.0801524611,0.46571466910385
