id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
CD300A	5	0.0021071	0.0090229	0.72509	1	4	-0.11022	0.28779	0.28887	0.975585	52	0	-0.11022
CD69	5	0.0022302	0.0094319	0.72509	2	2	0.13047	0.40215	0.4022	0.975585	76	0	0.13047
IL1R1	5	0.0038232	0.015677	0.72509	3	5	-0.26027	0.98678	0.98586	0.990877	203	0	-0.26027
ILDR1	5	0.0066514	0.026021	0.72509	4	3	-0.26409	0.7838	0.78285	0.979102	161	0	-0.26409
SPI1	5	0.0066785	0.026101	0.72509	5	3	-0.18331	0.17587	0.17708	0.975585	32	0	-0.18331
GBA	5	0.0082933	0.031787	0.72509	6	5	-0.23731	0.99171	0.99088	0.990877	205	0	-0.23731
SELPLG	5	0.0099452	0.038062	0.72509	7	4	-0.13439	0.3277	0.32833	0.975585	63	0	-0.13439
VLDLR	5	0.011111	0.042461	0.72509	8	2	0.073787	0.65458	0.65408	0.975585	133	0	0.073787
UNC13D	5	0.011126	0.042531	0.72509	9	5	-0.11951	0.98887	0.98813	0.990877	204	0	-0.11951
PLEK	5	0.011401	0.043758	0.72509	10	4	-0.15395	0.64493	0.64412	0.975585	130	0	-0.15395
LRP8	5	0.011584	0.044496	0.72509	11	4	-0.22201	0.58907	0.5882	0.975585	115	0	-0.22201
FCGR2A	5	0.014569	0.054701	0.72509	12	2	0.051461	0.24601	0.24696	0.975585	46	0	0.051461
IL1R2	5	0.015528	0.058043	0.72509	13	3	-0.084219	0.50388	0.50345	0.975585	97	0	-0.084219
PILRB	5	0.015785	0.058861	0.72509	14	5	-0.031827	0.98422	0.98349	0.990877	202	0	-0.031827
TYRO3	5	0.017704	0.065325	0.72509	15	4	-0.13208	0.53613	0.53548	0.975585	102	0	-0.13208
IFNGR1	5	0.019674	0.071679	0.72509	16	5	-0.11226	0.98033	0.97973	0.990877	201	0	-0.11226
CD52	5	0.019929	0.072567	0.72509	17	1	0.084455	0.12092	0.12121	0.975585	22	0	0.084455
C1QC	5	0.020857	0.07555	0.72509	18	5	-0.093776	0.97914	0.97859	0.990877	200	0	-0.093776
TREM1	5	0.021116	0.076418	0.72509	19	4	-0.18419	0.47787	0.4771	0.975585	91	0	-0.18419
LAPTM5	5	0.02244	0.080608	0.72509	20	4	-0.15048	0.30798	0.30858	0.975585	58	0	-0.15048
TLR2	5	0.023064	0.082533	0.72509	21	3	-0.14254	0.56439	0.56395	0.975585	108	0	-0.14254
CD44	5	0.023396	0.08373	0.72509	22	5	-0.11142	0.9766	0.97613	0.990877	199	0	-0.11142
APP	5	0.024314	0.086952	0.72509	23	3	-0.18397	0.94025	0.93956	0.990877	191	0	-0.18397
FPR2	5	0.024695	0.088239	0.72509	24	4	-0.22873	0.20601	0.20722	0.975585	39	0	-0.22873
DPYD	5	0.025342	0.090284	0.72509	25	4	-0.17294	0.69627	0.69461	0.975585	142	0	-0.17294
SCARB1	5	0.028615	0.10047	0.72509	26	4	-0.1762	0.62296	0.6223	0.975585	125	0	-0.1762
FLT1	5	0.028683	0.1007	0.72509	27	1	0.10257	0.76481	0.76357	0.979102	159	0	0.10257
CD40	5	0.028963	0.10163	0.72509	28	4	-0.12425	0.63508	0.63433	0.975585	129	0	-0.12425
TGFB1	5	0.029287	0.10257	0.72509	29	4	-0.06029	0.85565	0.85506	0.990877	173	0	-0.06029
CD300LB	5	0.031111	0.10837	0.735199	30	5	-0.12725	0.96889	0.96861	0.990877	198	0	-0.12725
CXCR4	5	0.033037	0.11266	0.735199	31	3	-0.043238	0.90766	0.90649	0.990877	182	0	-0.043238
ITGAL	5	0.036328	0.12054	0.735199	32	4	-0.15086	0.9421	0.94144	0.990877	193	0	-0.15086
ACTB	5	0.036449	0.12087	0.735199	33	3	-0.1261	0.49876	0.49811	0.975585	96	0	-0.1261
VENTX	5	0.037375	0.12281	0.735199	34	2	0.019248	0.73692	0.73617	0.975585	154	0	0.019248
C1QA	5	0.039446	0.12785	0.735199	35	4	-0.13386	0.93289	0.93203	0.990877	188	0	-0.13386
