id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
ICAM1	5	0.0064664	0.012486	0.935262	1	2	-0.19079	0.92366	0.92262	0.985613	191	0	-0.19079
MS4A4A	5	0.0066196	0.012804	0.935262	2	1	-0.29171	0.82601	0.82505	0.976494	173	0	-0.29171
Non	100	0.0095838	0.051661	0.935262	3	7	-0.031054	0.0018031	0.01388	0.899629	2	8	-0.031054
PLAUR	5	0.015391	0.028084	0.935262	4	1	0.035871	0.41096	0.41134	0.899629	87	0	0.035871
HLA-DRB5	5	0.019649	0.035166	0.935262	5	2	0.018353	0.59848	0.59773	0.899724	137	0	0.018353
SORL1	5	0.019754	0.035365	0.935262	6	1	-0.1111	0.99179	0.991	0.995811	206	0	-0.1111
C9orf72	5	0.024101	0.042607	0.935262	7	1	-0.14445	0.10785	0.1234	0.899629	22	1	-0.14445
PILRB	5	0.032748	0.049768	0.935262	8	1	-0.069734	0.62139	0.62051	0.910085	141	0	-0.069734
IL15	5	0.041335	0.056631	0.935262	9	1	0.0158	0.79939	0.79866	0.976494	167	0	0.0158
ITGAX	5	0.04986	0.063992	0.935262	10	1	-0.0089792	0.74094	0.74028	0.945914	162	0	-0.0089792
IL23A	5	0.0541	0.06719	0.935262	11	1	0.0011155	0.70283	0.70092	0.942141	154	0	0.0011155
DPYD	5	0.066728	0.077877	0.935262	12	1	0.045162	0.14361	0.15442	0.899629	29	1	0.045162
NFATC2	5	0.070908	0.081473	0.935262	13	1	0.085599	0.50562	0.50513	0.899629	109	0	0.085599
TGFBI	5	0.075072	0.085338	0.935262	14	1	0.028519	0.57892	0.57835	0.899629	132	0	0.028519
FCGR1A	5	0.079222	0.088884	0.935262	15	1	0.016539	0.71438	0.71244	0.945354	156	0	0.016539
AIF1	5	0.083356	0.092759	0.935262	16	1	0.099778	0.45588	0.45519	0.899629	100	0	0.099778
CTSH	5	0.087476	0.096275	0.935262	17	1	0.063828	0.5586	0.55809	0.899629	127	0	0.063828
TMEM2	5	0.091581	0.10021	0.935262	18	1	0.045611	0.25462	0.25593	0.899629	53	1	0.045611
LYVE1	5	0.095671	0.1038	0.935262	19	1	0.050172	0.73792	0.73722	0.945914	160	0	0.050172
IL15RA	5	0.099746	0.10722	0.935262	20	1	-0.058025	0.80899	0.80743	0.976494	168	0	-0.058025
CLIC1	5	0.10381	0.11098	0.935262	21	1	-0.057847	0.92808	0.9271	0.985613	192	0	-0.057847
SNCA	5	0.10785	0.1148	0.935262	22	1	-0.21327	0.19323	0.19879	0.899629	40	1	-0.21327
CSF2RA	5	0.11188	0.11832	0.935262	23	1	-0.018424	0.51064	0.50998	0.899629	111	0	-0.018424
TNFRSF1A	5	0.1159	0.12192	0.935262	24	1	0.092844	0.43378	0.43349	0.899629	92	0	0.092844
VDR	5	0.1199	0.12592	0.935262	25	1	0.009279	0.30232	0.30286	0.899629	66	0	0.009279
CD68	5	0.12786	0.13288	0.935262	26	1	0.043892	0.36312	0.36311	0.899629	75	0	0.043892
CD200R	5	0.13182	0.1365	0.935262	27	1	-0.20269	0.3662	0.36621	0.899629	76	0	-0.20269
CD1D	5	0.13577	0.14004	0.935262	28	1	0.0010313	0.32524	0.32567	0.899629	69	0	0.0010313
CCR2	5	0.1397	0.14395	0.935262	29	1	-0.055448	0.98362	0.98285	0.995811	204	0	-0.055448
PLCB3	5	0.14361	0.14773	0.935262	30	1	-0.039884	0.47465	0.47383	0.899629	104	0	-0.039884
P2RY12	5	0.14752	0.15148	0.935262	31	1	-0.070052	0.54226	0.5416	0.899629	121	0	-0.070052
CSF3R	5	0.1514	0.15526	0.935262	32	1	-0.17765	0.29566	0.29636	0.899629	65	0	-0.17765
FERMT3	5	0.15528	0.15899	0.935262	33	1	-0.23585	0.99631	0.9959	0.995901	207	0	-0.23585
LILRA5	5	0.15913	0.16261	0.935262	34	1	0.11369	0.44215	0.44162	0.899629	95	0	0.11369
SIRPA	5	0.16298	0.16634	0.935262	35	1	-0.16963	0.91603	0.9151	0.985613	189	0	-0.16963
OLR1	5	0.16681	0.1697	0.935262	36	1	0.1164	0.40514	0.40544	0.899629	86	0	0.1164
ITGB2	5	0.17063	0.17353	0.935262	37	1	-0.072007	0.94057	0.93985	0.985613	197	0	-0.072007
APP	5	0.17443	0.1773	0.935262	38	1	-0.018717	0.53271	0.5322	0.899629	117	0	-0.018717
TLR5	5	0.17822	0.18088	0.935262	39	1	-0.057257	0.93021	0.92933	0.985613	193	0	-0.057257
ILDR1	5	0.18199	0.18417	0.935262	40	1	-0.067691	0.93381	0.9332	0.985613	195	0	-0.067691
SPI1	5	0.18575	0.18748	0.935262	41	1	0.13195	0.015391	0.028632	0.899629	6	1	0.13195
ITGAL	5	0.1895	0.19114	0.935262	42	1	-0.035335	0.53989	0.53918	0.899629	120	0	-0.035335
TMEM106B	5	0.19323	0.19491	0.935262	43	1	0.088781	0.39928	0.39963	0.899629	84	0	0.088781
