id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
LDLR	5	1.4325e-08	4.9803e-06	0.001031	1	5	-1.217	1.0	1.0	0.999995	207	0	-1.217
TREML2	5	0.0058059	0.022845	0.942606	2	4	-0.47812	0.71922	0.71737	0.982307	151	0	-0.47812
CCR2	5	0.0064664	0.025395	0.942606	3	4	-0.13045	0.66593	0.66509	0.969335	141	0	-0.13045
SCARB1	5	0.010837	0.0417	0.942606	4	4	-0.30199	0.45316	0.4525	0.945891	95	0	-0.30199
IL6R	5	0.011013	0.042218	0.942606	5	3	-0.41169	0.46399	0.46326	0.945891	99	0	-0.41169
AIF1	5	0.011517	0.0443	0.942606	6	4	-0.33411	0.22622	0.22802	0.945891	46	0	-0.33411
SELL	5	0.013902	0.052358	0.942606	7	5	-0.21186	0.9861	0.98512	0.989906	206	0	-0.21186
CSF3R	5	0.015098	0.056621	0.942606	8	5	-0.28287	0.9849	0.98406	0.989906	205	0	-0.28287
PILRA	5	0.015391	0.057657	0.942606	9	2	0.0074703	0.61318	0.61226	0.945891	133	0	0.0074703
SIRPB1	5	0.019649	0.071612	0.942606	10	4	-0.28147	0.95127	0.9508	0.982307	197	0	-0.28147
ITGAM	5	0.019754	0.071971	0.942606	11	3	-0.14036	0.57447	0.57379	0.945891	122	0	-0.14036
MS4A6A	5	0.024101	0.086284	0.942606	12	2	0.11939	0.5609	0.56034	0.945891	120	0	0.11939
Non	100	0.02542	0.21071	0.942606	13	54	-0.023099	0.60684	0.6059	0.945891	131	1	-0.023099
TREM2	5	0.032095	0.11053	0.942606	14	4	-0.3767	0.86283	0.86238	0.982307	171	0	-0.3767
CTLA4	5	0.033386	0.11346	0.942606	15	4	-0.49358	0.94549	0.94504	0.982307	196	0	-0.49358
FPR1	5	0.037049	0.12206	0.942606	16	3	-0.19899	0.67861	0.67732	0.969335	144	0	-0.19899
CD1D	5	0.038735	0.12598	0.942606	17	4	-0.26121	0.53989	0.53918	0.945891	115	0	-0.26121
TLR2	5	0.042627	0.13485	0.942606	18	4	-0.12857	0.46667	0.46593	0.945891	100	0	-0.12857
CLEC2B	5	0.042893	0.1355	0.942606	19	2	0.30971	0.028432	0.028004	0.82813	7	1	0.30971
ABCA1	5	0.043898	0.13762	0.942606	20	4	-0.37941	0.95582	0.95525	0.982307	200	0	-0.37941
TGFBR3	5	0.045522	0.14123	0.942606	21	4	-0.49407	0.523	0.52201	0.945891	111	0	-0.49407
ITGAX	5	0.04986	0.15026	0.942606	22	3	-0.019544	0.18575	0.18637	0.945891	38	0	-0.019544
RPL11	5	0.0541	0.15923	0.942606	23	2	0.007193	0.95797	0.95727	0.982307	201	0	0.007193
CD52	5	0.054472	0.15989	0.942606	24	3	-0.028981	0.2334	0.23475	0.945891	48	0	-0.028981
PLCB3	5	0.055516	0.16209	0.942606	25	4	-0.37422	0.91104	0.90996	0.982307	186	0	-0.37422
IL1R1	5	0.056906	0.1651	0.942606	26	4	-0.30014	0.90034	0.90001	0.982307	184	0	-0.30014
P2RY6	5	0.058324	0.16813	0.942606	27	4	-0.24388	0.94285	0.94223	0.982307	195	0	-0.24388
TGFBR2	5	0.061024	0.17398	0.942606	28	3	-0.26384	0.15913	0.15998	0.945891	33	0	-0.26384
SIRPA	5	0.062413	0.17712	0.942606	29	3	-0.055135	0.47729	0.47642	0.945891	102	0	-0.055135
CD69	5	0.062433	0.17717	0.942606	30	4	-0.23301	0.91167	0.91084	0.982307	187	0	-0.23301
LRRK2	5	0.062534	0.17739	0.942606	31	1	0.17191	0.21898	0.22012	0.945891	44	0	0.17191
SIGLEC7	5	0.066728	0.18626	0.942606	32	1	0.1983	0.18199	0.18293	0.945891	37	0	0.1983
