id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
SPI1	5	1.0917e-10	4.9803e-06	0.000344	1	5	-1	1.0	1.0	0.999995	207	0	-1
LDLR	5	9.4713e-08	4.9803e-06	0.000344	2	5	-0.97374	1.0	1.0	0.999995	206	0	-0.97374
GBA	5	1.7506e-07	4.9803e-06	0.000344	3	4	-1.2446	0.70115	0.69923	0.987999	135	0	-1.2446
TYROBP	5	0.0060463	0.0115	0.515258	4	2	-0.29258	0.98226	0.98151	0.999995	201	0	-0.29258
LAPTM5	5	0.0064664	0.012446	0.515258	5	2	-0.04586	0.92808	0.9271	0.987999	190	0	-0.04586
VENTX	5	0.014946	0.027287	0.941409	6	2	-0.12653	0.59634	0.59564	0.987999	116	0	-0.12653
ITGAM	5	0.045605	0.059251	0.998438	7	1	-0.032365	0.68393	0.68265	0.987999	132	0	-0.032365
RPL11	5	0.0541	0.066253	0.998438	8	1	-0.32963	0.99914	0.99898	0.999995	205	0	-0.32963
MS4A4A	5	0.070908	0.080656	0.998438	9	1	0.021256	0.76824	0.76683	0.987999	151	0	0.021256
ABI3	5	0.079222	0.088107	0.998438	10	1	-0.25367	0.28219	0.28301	0.987999	56	0	-0.25367
FCER1G	5	0.087476	0.095538	0.998438	11	1	0.037412	0.23697	0.23821	0.987999	46	0	0.037412
PILRA	5	0.091581	0.099512	0.998438	12	1	-0.083721	0.087476	0.088485	0.830888	22	1	-0.083721
TGFBR3	5	0.095671	0.10312	0.998438	13	1	-0.10394	0.52055	0.51961	0.987999	99	0	-0.10394
TGFBR2	5	0.099746	0.10655	0.998438	14	1	-0.053972	0.80061	0.79977	0.987999	157	0	-0.053972
ICAM1	5	0.10381	0.11031	0.998438	15	1	0.016203	0.59204	0.59106	0.987999	115	0	0.016203
AXL	5	0.11188	0.11771	0.998438	16	1	-0.16277	0.73025	0.72883	0.987999	140	0	-0.16277
C1QB	5	0.1159	0.12132	0.998438	17	1	-0.29886	0.64903	0.64821	0.987999	127	0	-0.29886
S100A4	5	0.12786	0.1323	0.998438	18	1	-0.32157	0.97354	0.97302	0.999995	199	0	-0.32157
SERPINA1	5	0.13182	0.13593	0.998438	19	1	-0.11467	0.65094	0.65032	0.987999	128	0	-0.11467
CLIC1	5	0.13577	0.13948	0.998438	20	1	0.32044	0.0066196	0.012376	0.622887	3	1	0.32044
TREM2	5	0.1397	0.14341	0.998438	21	1	-0.053345	0.63344	0.63262	0.987999	123	0	-0.053345
CD58	5	0.14361	0.14722	0.998438	22	1	-0.10455	0.93775	0.93721	0.987999	195	0	-0.10455
ITGB3	5	0.14752	0.15098	0.998438	23	1	-0.049732	0.058324	0.060566	0.78357	16	1	-0.049732
IFNGR2	5	0.1514	0.15479	0.998438	24	1	-0.13258	0.89534	0.89486	0.987999	182	0	-0.13258
TMEM106B	5	0.15528	0.15856	0.998438	25	1	-0.14249	0.80424	0.80307	0.987999	159	0	-0.14249
CD86	5	0.15913	0.16221	0.998438	26	1	0.037723	0.30893	0.30938	0.987999	63	0	0.037723
GPR65	5	0.16298	0.16596	0.998438	27	1	-0.18705	0.72714	0.7256	0.987999	139	0	-0.18705
ICAM3	5	0.16681	0.16937	0.998438	28	1	-0.19455	0.9078	0.90667	0.987999	187	0	-0.19455
NLRP3	5	0.17443	0.17701	0.998438	29	1	-0.34026	0.94057	0.93985	0.987999	196	0	-0.34026
IL2RA	5	0.17822	0.18061	0.998438	30	1	-0.21304	0.79939	0.79866	0.987999	156	0	-0.21304
