sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
Alector_lib_1_sgRNA_387	GBA	3219/4670.6	531.47/464.62	3944.8	498.04	-2.9831	1.0536e+06	3.2464e+06	2.2033	0.013788	0.98621	0.027575	0.99999	False
Alector_lib_1_sgRNA_16	ACTB	1133.9/1304.6	1674.9/2771.1	1219.3	2223	0.86596	14574	3.8813e+05	1.6111	0.94504	0.054959	0.10992	0.99999	True
Alector_lib_1_sgRNA_581	LDLR	1485.6/1441	419.87/502.55	1463.3	461.21	-1.6636	994.72	5.3982e+05	1.5173	0.06459	0.93541	0.12918	0.99999	False
Alector_lib_1_sgRNA_244	CLIC1	84.501/51.896	157.34/117.73	68.198	137.54	1.0014	531.55	2158.4	1.4925	0.92703	0.072973	0.14595	0.99999	True
Alector_lib_1_sgRNA_871	SPI1	657.74/701.2	261.62/248.9	679.47	255.26	-1.4089	944.4	1.3491e+05	1.3109	0.094948	0.90505	0.1899	0.99999	False
Alector_lib_1_sgRNA_583	LDLR	1211.6/1693.3	555.25/634.5	1452.4	594.88	-1.2863	1.1601e+05	5.3257e+05	1.2872	0.099007	0.90099	0.19801	0.99999	False
Alector_lib_1_sgRNA_390	GBA	1269.8/1109.1	495.8/478.05	1189.5	486.92	-1.2868	12908	3.7114e+05	1.2727	0.10156	0.89844	0.20312	0.99999	False
Alector_lib_1_sgRNA_730	P2RY12	541.26/488.79	933.05/820.19	515.02	876.62	0.76615	1376.9	81791	1.2644	0.89312	0.10688	0.21377	0.99999	True
Alector_lib_1_sgRNA_386	GBA	1123.6/1316.7	504.03/524.67	1220.2	514.35	-1.2446	18638	3.8864e+05	1.2465	0.10629	0.89371	0.21258	0.99999	False
Alector_lib_1_sgRNA_423	HAVCR1	646.32/558.79	1132.5/856.54	602.55	994.5	0.72194	3831	1.0859e+05	1.1894	0.87877	0.12123	0.24246	0.99999	True
Alector_lib_1_sgRNA_872	SPI1	690.85/753.09	310.1/328.71	721.97	319.4	-1.174	1937	1.5054e+05	1.1641	0.12218	0.87782	0.24437	0.99999	False
Alector_lib_1_sgRNA_182	CD226	310.6/94.137	355.84/325.55	202.37	340.69	0.74861	23428	15180	1.1227	0.8623	0.1377	0.27539	0.99999	True
Alector_lib_1_sgRNA_176	CD200R1	741.1/492.41	1007.1/981.39	616.75	994.26	0.68805	30923	1.1326e+05	1.1218	0.86449	0.13551	0.27103	0.99999	True
Alector_lib_1_sgRNA_615	LRP1	911.24/1494.1	1650.2/2106.6	1202.7	1878.4	0.64282	1.6987e+05	3.7863e+05	1.0981	0.86039	0.13961	0.27921	0.99999	True
Alector_lib_1_sgRNA_63	BIN1	838.16/737.4	1295.3/1178.9	787.78	1237.1	0.65044	5075.7	1.7624e+05	1.0703	0.85332	0.14668	0.29336	0.99999	True
Alector_lib_1_sgRNA_875	SPI1	791.34/883.44	426.27/410.1	837.39	418.19	-1	4240.9	1.968e+05	1.0487	0.14715	0.85285	0.2943	0.99999	False
Alector_lib_1_sgRNA_582	LDLR	1066.5/1016.2	504.03/555.49	1041.4	529.76	-0.97374	1267.4	2.9184e+05	1.0413	0.14887	0.85113	0.29775	0.99999	False
Alector_lib_1_sgRNA_228	CLEC2D	918.09/664.99	1196.5/1255.6	791.54	1226	0.63062	32030	1.7776e+05	1.0305	0.8439	0.1561	0.31219	0.99999	True
Alector_lib_1_sgRNA_161	CD81	704.56/859.3	1200.2/1215.3	781.93	1207.7	0.62652	11973	1.7388e+05	1.0211	0.84158	0.15842	0.31683	0.99999	True
Alector_lib_1_sgRNA_856	SLC52A1	829.02/436.89	1019/934.77	632.96	976.9	0.6253	76884	1.1869e+05	0.99834	0.8355	0.1645	0.329	0.99999	True
Alector_lib_1_sgRNA_873	SPI1	712.55/796.54	367.73/421.16	754.55	394.44	-0.93404	3527.4	1.6303e+05	0.99301	0.16035	0.83965	0.32071	0.99999	False
Alector_lib_1_sgRNA_404	GPR87	746.81/538.27	1019.9/956.1	642.54	988.02	0.61998	21744	1.2195e+05	0.98931	0.83326	0.16674	0.33348	0.99999	True
Alector_lib_1_sgRNA_544	ITGAM	983.18/1191.2	572.63/590.25	1087.2	581.44	-0.90173	21634	3.1546e+05	0.98722	0.16177	0.83823	0.32354	0.99999	False
Alector_lib_1_sgRNA_896	TARDBP	745.66/815.85	1226.7/1147.3	780.76	1187	0.60374	2463.1	1.7341e+05	0.97556	0.8302	0.1698	0.33961	0.99999	True
Alector_lib_1_sgRNA_559	ITGB3	688.57/728.96	1025.4/1136.3	708.76	1080.8	0.60809	815.56	1.456e+05	0.97513	0.82987	0.17013	0.34025	0.99999	True
Alector_lib_1_sgRNA_874	SPI1	776.5/686.72	375.05/403.77	731.61	389.41	-0.90804	4030.3	1.5419e+05	0.97128	0.1657	0.8343	0.33141	0.99999	False
Alector_lib_1_sgRNA_262	CR2	846.15/640.85	1197.4/1049.3	743.5	1123.4	0.59477	21074	1.5875e+05	0.95342	0.82437	0.17563	0.35127	0.99999	True
