id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
LRRK2	5	8.7161e-05	0.00034364	0.071134	1	3	-0.27264	0.52055	0.51961	0.992719	104	0	-0.27264
NLRP3	5	0.0002098	0.00090144	0.093299	2	5	-0.21562	0.99968	0.99964	0.999636	207	0	-0.21562
FCGR2A	5	0.00037556	0.0016485	0.113746	3	3	-0.24762	0.62746	0.62663	0.992719	127	0	-0.24762
MMP9	5	0.0022104	0.0083819	0.424227	4	3	-0.076902	0.6585	0.65795	0.992719	133	0	-0.076902
CD300A	5	0.0031542	0.0114	0.424227	5	4	-0.20683	0.83975	0.83901	0.992719	172	0	-0.20683
LTBR	5	0.003494	0.012296	0.424227	6	4	-0.11709	0.1199	0.12003	0.992719	21	0	-0.11709
IL1R2	5	0.0066196	0.021948	0.621005	7	2	-0.035798	0.0541	0.053016	0.844171	13	0	-0.035798
ICAM3	5	0.0073465	0.024	0.621005	8	3	-0.16298	0.76548	0.76426	0.992719	153	0	-0.16298
CD86	5	0.010237	0.032905	0.732887	9	4	-0.11196	0.98639	0.98546	0.999636	201	0	-0.11196
EPHA1	5	0.011013	0.035405	0.732887	10	1	-0.019292	0.71761	0.71577	0.992719	142	0	-0.019292
ABCA7	5	0.012908	0.041033	0.760739	11	4	-0.1269	0.8438	0.8429	0.992719	175	0	-0.1269
MRC2	5	0.013996	0.044101	0.760739	12	3	-0.15044	0.61111	0.60998	0.992719	123	0	-0.15044
GBA	5	0.024098	0.06705	0.916916	13	3	-0.15205	0.2334	0.23475	0.992719	45	0	-0.15205
CD40	5	0.024101	0.06705	0.916916	14	2	-0.024223	0.0022104	0.0029235	0.605155	1	1	-0.024223
CCR2	5	0.028432	0.075865	0.916916	15	1	-0.017923	0.22261	0.22441	0.992719	42	0	-0.017923
NRP1	5	0.029871	0.078734	0.916916	16	2	-0.013977	0.89893	0.89876	0.999636	185	0	-0.013977
FCGR2C	5	0.030667	0.080368	0.916916	17	3	-0.15708	0.13182	0.13177	0.992719	24	0	-0.15708
LPL	5	0.032748	0.084382	0.916916	18	1	0.029689	0.322	0.3227	0.992719	61	0	0.029689
CD44	5	0.037049	0.092798	0.916916	19	1	0.11456	0.36312	0.36311	0.992719	68	0	0.11456
VENTX	5	0.039822	0.098486	0.916916	20	3	-0.13098	0.92915	0.92813	0.999636	191	0	-0.13098
IL15	5	0.045605	0.10924	0.916916	21	2	0.034007	0.64903	0.64821	0.992719	131	0	0.034007
PTPRC	5	0.046116	0.11014	0.916916	22	3	-0.14678	0.90446	0.90344	0.999636	187	0	-0.14678
TNFRSF13C	5	0.049068	0.11589	0.916916	23	2	-0.056104	0.68918	0.6877	0.992719	137	0	-0.056104
P2RY6	5	0.04986	0.11738	0.916916	24	3	-0.069951	0.89314	0.89237	0.999636	183	0	-0.069951
CR2	5	0.052949	0.12315	0.916916	25	3	-0.11798	0.3904	0.39087	0.992719	74	0	-0.11798
CD37	5	0.053373	0.12388	0.916916	26	3	-0.10548	0.13577	0.13566	0.992719	25	0	-0.10548
MS4A4A	5	0.0541	0.12513	0.916916	27	1	-0.065138	0.9897	0.98891	0.999636	204	0	-0.065138
IL2RA	5	0.058324	0.13302	0.916916	28	1	0.012277	0.44492	0.44424	0.992719	87	0	0.012277
TREM2	5	0.058945	0.13417	0.916916	29	3	-0.13077	0.94418	0.94355	0.999636	194	0	-0.13077
CLIC1	5	0.062534	0.14127	0.916916	30	1	0.11842	0.04986	0.049121	0.844171	12	0	0.11842
ITGAM	5	0.06386	0.14378	0.916916	31	3	-0.10313	0.97698	0.97667	0.999636	199	0	-0.10313
FERMT3	5	0.06825	0.15211	0.916916	32	3	-0.097175	0.989	0.98829	0.999636	203	0	-0.097175
SORL1	5	0.070774	0.15664	0.916916	33	2	-0.040634	0.75561	0.75461	0.992719	149	0	-0.040634
IFNGR1	5	0.07448	0.16374	0.916916	34	2	-0.07101	0.61318	0.61226	0.992719	124	0	-0.07101
OLR1	5	0.075072	0.16484	0.916916	35	2	0.0060513	0.28219	0.28301	0.992719	54	0	0.0060513
TNFRSF1A	5	0.07672	0.16779	0.916916	36	3	-0.093379	0.71922	0.71737	0.992719	143	0	-0.093379
IL1RN	5	0.079935	0.17339	0.916916	37	3	-0.10399	0.99578	0.99534	0.999636	206	0	-0.10399
GRN	5	0.082106	0.17752	0.916916	38	2	0.059461	0.54226	0.5416	0.992719	109	0	0.059461
SCIMP	5	0.083223	0.17957	0.916916	39	3	-0.073835	0.72241	0.72069	0.992719	144	0	-0.073835
CLN3	5	0.083356	0.17982	0.916916	40	1	0.061301	0.7777	0.7768	0.992719	157	0	0.061301
C1QC	5	0.086022	0.18441	0.916916	41	2	0.071347	0.25462	0.25547	0.992719	49	0	0.071347
CXCR4	5	0.091581	0.19433	0.916916	42	1	-0.001101	0.75418	0.75328	0.992719	148	0	-0.001101
NFATC1	5	0.094053	0.19899	0.916916	43	3	-0.077795	0.47992	0.47914	0.992719	94	0	-0.077795
CD48	5	0.097995	0.20669	0.916916	44	3	-0.06903	0.88078	0.88034	0.999636	180	0	-0.06903
SLC24A4	5	0.098904	0.20808	0.916916	45	3	-0.072073	0.3662	0.36621	0.992719	69	0	-0.072073
CD69	5	0.099818	0.20976	0.916916	46	3	-0.071714	0.57447	0.57379	0.992719	115	0	-0.071714
C1QA	5	0.10234	0.21445	0.916916	47	2	-0.035905	0.89607	0.8956	0.999636	184	0	-0.035905
CD200R1	5	0.10352	0.21656	0.916916	48	3	-0.079706	0.4929	0.4923	0.992719	97	0	-0.079706
APOE	5	0.10374	0.21705	0.916916	49	2	-0.045822	0.36926	0.3693	0.992719	70	0	-0.045822
CLEC2B	5	0.10657	0.22236	0.91702	50	2	-0.08403	0.79319	0.79223	0.992719	159	0	-0.08403
PLAUR	5	0.11188	0.22862	0.91702	51	2	0.0299	0.70115	0.69923	0.992719	139	0	0.0299
IL2RG	5	0.11667	0.23384	0.91702	52	2	-0.082807	0.44215	0.44162	0.992719	86	0	-0.082807
LYZ	5	0.1199	0.23766	0.91702	53	2	-0.044878	0.82047	0.81883	0.992719	168	0	-0.044878
HEXA	5	0.12389	0.2419	0.91702	54	1	-0.083443	0.33487	0.33592	0.992719	62	0	-0.083443
CD300LB	5	0.12558	0.24365	0.91702	55	2	0.025207	0.49547	0.49464	0.992719	98	0	0.025207
GPR141	5	0.13577	0.2546	0.931522	56	1	0.20368	0.1514	0.15211	0.992719	29	0	0.20368
CD52	5	0.1397	0.25896	0.931522	57	1	0.09121	0.12389	0.12384	0.992719	22	0	0.09121
P2RY13	5	0.14361	0.26333	0.931522	58	1	0.028087	0.34755	0.34848	0.992719	65	0	0.028087
SIGLEC5	5	0.14557	0.26551	0.931522	59	2	0.01068	0.37536	0.37537	0.992719	72	0	0.01068
FCGR3B	5	0.15031	0.27062	0.933625	60	2	-0.049736	0.92534	0.9243	0.999636	190	0	-0.049736
DPYD	5	0.16298	0.28451	0.944631	61	2	-0.073684	0.34124	0.3422	0.992719	63	0	-0.073684
TLR4	5	0.16681	0.28827	0.944631	62	1	0.021922	0.80304	0.8019	0.992719	163	0	0.021922
CD300LF	5	0.173	0.29501	0.944631	63	2	-0.065383	0.27195	0.27273	0.992719	52	0	-0.065383
ITM2C	5	0.17443	0.29636	0.944631	64	1	-0.081302	0.96889	0.96861	0.999636	198	0	-0.081302
LILRB4	5	0.17465	0.29662	0.944631	65	2	-0.052874	0.76409	0.76289	0.992719	152	0	-0.052874
Non	100	0.17487	0.5958	0.972782	66	21	0.02279	0.77029	0.76995	0.992719	154	0	0.02279
IL6R	5	0.18131	0.30386	0.950622	67	2	-0.033829	0.80183	0.80075	0.992719	162	0	-0.033829
AIF1	5	0.18575	0.30816	0.950622	68	1	-0.049356	0.65662	0.6562	0.992719	132	0	-0.049356
TREM1	5	0.1895	0.31228	0.950622	69	1	-0.071356	0.99461	0.99407	0.999636	205	0	-0.071356
CSF2RB	5	0.19482	0.31855	0.95564	70	2	-0.053901	0.099746	0.099313	0.992719	17	0	-0.053901
SELPLG	5	0.2117	0.33783	0.972782	71	2	-0.041407	0.67861	0.67732	0.992719	135	0	-0.041407
IL1R1	5	0.22253	0.34929	0.972782	72	2	-0.056949	0.93917	0.9386	0.999636	192	0	-0.056949
CD180	5	0.22261	0.34938	0.972782	73	1	-0.024863	0.54698	0.54608	0.992719	110	0	-0.024863
LDLRAD3	5	0.22605	0.3531	0.972782	74	2	-0.0774	0.82491	0.82367	0.992719	169	0	-0.0774
TLR7	5	0.22622	0.35327	0.972782	75	1	-0.015135	0.68744	0.68618	0.992719	136	0	-0.015135
