id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
SPI1	5	4.8559e-10	4.9803e-06	0.001031	1	5	-1.3619	1.0	1.0	0.999995	207	0	-1.3619
FCGR2C	5	7.6604e-05	0.00016435	0.01701	2	3	-0.89043	0.99999	1.0	0.999995	206	0	-0.89043
SNCA	5	0.0022104	0.0050152	0.346048	3	1	-0.086454	0.90242	0.90173	0.999995	176	0	-0.086454
FPR2	5	0.0056395	0.010882	0.456186	4	2	0.0057232	0.7318	0.73056	0.999995	145	0	0.0057232
CSF1R	5	0.0066196	0.012765	0.456186	5	1	-0.17354	0.322	0.32288	0.999995	57	1	-0.17354
FCGR2A	5	0.0068999	0.013223	0.456186	6	2	-0.26341	0.90714	0.90599	0.999995	180	0	-0.26341
TNFRSF10B	5	0.011949	0.022167	0.655523	7	2	-0.48632	0.78035	0.77949	0.999995	151	0	-0.48632
IRF8	5	0.018246	0.033044	0.813402	8	2	-0.27013	0.049068	0.08479	0.999995	12	2	-0.27013
IL2RG	5	0.019754	0.035365	0.813402	9	1	-0.22643	0.24053	0.24735	0.999995	39	1	-0.22643
IL15RA	5	0.032748	0.048693	0.999995	10	1	-0.21057	0.65662	0.6562	0.999995	126	0	-0.21057
P2RY6	5	0.04986	0.063026	0.999995	11	1	0.079793	0.70948	0.70743	0.999995	138	0	0.079793
LILRB4	5	0.0541	0.066253	0.999995	12	1	-0.17888	0.99079	0.98997	0.999995	202	0	-0.17888
HAVCR1	5	0.062534	0.073564	0.999995	13	1	-0.14412	0.88238	0.88189	0.999995	172	0	-0.14412
LTBR	5	0.070908	0.080656	0.999995	14	1	-0.28938	0.62342	0.62272	0.999995	119	0	-0.28938
CD19	5	0.075072	0.084541	0.999995	15	1	-0.11484	0.82159	0.82017	0.999995	159	0	-0.11484
CD300LB	5	0.079222	0.088107	0.999995	16	1	-0.16154	0.68393	0.68265	0.999995	131	0	-0.16154
ITGB3	5	0.087476	0.095538	0.999995	17	1	-0.090707	0.12786	0.1508	0.999995	25	1	-0.090707
IL1R2	5	0.091581	0.099512	0.999995	18	1	-0.012249	0.78297	0.78211	0.999995	152	0	-0.012249
TREML4	5	0.099746	0.10655	0.999995	19	1	0.12574	0.82491	0.82367	0.999995	162	0	0.12574
SLC24A4	5	0.10381	0.11031	0.999995	20	1	0.0063036	0.43937	0.43909	0.999995	82	0	0.0063036
CD14	5	0.10785	0.11415	0.999995	21	1	-0.34489	0.80899	0.80743	0.999995	156	0	-0.34489
CD200R1	5	0.11188	0.11771	0.999995	22	1	-0.20399	0.89015	0.88948	0.999995	173	0	-0.20399
APOC1	5	0.1199	0.12533	0.999995	23	1	0.14669	0.13182	0.15402	0.999995	26	1	0.14669
